"β"	"beta"
"違い"	"difference"
"違い"	"discrepancy"
"違い" "ない"	"sure"
"違い" "無い"	"sure"
"違う"	"change"
"違う"	"differ"
"違う"	"different"
"違う"	"vary"
"違える"	"change"
"違反"	"breach"
"違反"	"transgression"
"違反"	"violation"
"違和感"	"malaise"
"違法"	"illegal"
"違法"	"illegality"
"違法"	"invalid"
"違法" "性"	"illegality"
"違約"	"default"
"違背"	"transgression"
"違背"	"violation"
"遜色"	"inferiority"
"遠い"	"distant"
"遠い"	"far"
"遠からず"	"soon"
"遠く"	"by far"
"遠く"	"by" "far"
"遠く"	"distant"
"遠く"	"far away"
"遠く"	"far" "away"
"遠のく"	"recede"
"遠回り"	"detour"
"遠征"	"campaign"
"遠征"	"expedition"
"遠征"	"tour"
"遠心" "分"	"centrifugal"
"遠心" "的"	"centrifugal"
"遠慮"	"discretion"
"遠慮"	"reserve"
"遠慮"	"restraint"
"遠慮" "気味"	"timidly"
"遠景"	"background"
"遠景"	"perspective"
"遠景"	"vista"
"遠望"	"vista"
"遠洋"	"ocean"
"遠海"	"ocean"
"遠見"	"watchtower"
"遠足"	"excursion"
"遠足"	"outing"
"遠足"	"trip"
"遠路"	"detour"
"遠路"	"journey"
"遠近"	"distance"
"遠近"	"perspective"
"遠近法"	"perspective"
"遠隔"	"distant"
"遠隔"	"isolated"
"遠隔"	"remote"
"遠隔" "性"	"remote"
"遠隔" "通信"	"telecommunications"
"遣い"	"bearer"
"遣い"	"errand"
"遣い"	"message"
"遣い"	"messenger"
"遣い"	"mission"
"遣い"	"tamer"
"遣い"	"trainer"
"遣い"	"usage"
"遣い"	"use"
"遣う"	"circulate"
"遣う"	"consume"
"遣う"	"employ"
"遣う"	"handle"
"遣う"	"manage"
"遣う"	"manipulate"
"遣う"	"speak"
"遣う"	"spend"
"遣う"	"take"
"遣う"	"use"
"遣り合う"	"quarrel"
"遣る"	"dispatch"
"遣る"	"do"
"遣る"	"give"
"遣る"	"have"
"遣る"	"kill"
"遣る"	"move"
"遣る"	"row"
"遣る"	"send"
"遣る"	"study"
"遣る" "気"	"determination"
"遣る" "気"	"eagerness"
"遣る" "気"	"inspiration"
"遣る" "気"	"motivation"
"遣る" "気"	"willingness"
"遣わす"	"dispatch"
"遣わす"	"send"
"遥" "遥"	"all the way"
"遥々"	"all the way"
"遥か"	"distant"
"遥か"	"far away"
"遥か"	"far off"
"遥か"	"far"
"遥か"	"far" "away"
"遥か"	"far" "off"
"遥か"	"remote"
"遥か" "昔"	"long ago"
"遥か" "昔"	"long" "ago"
"遥かに"	"by far"
"遥かに"	"by" "far"
"遥かに"	"far off"
"遥かに"	"far"
"遥かに"	"far" "off"
"遥かに"	"long ago"
"遥かに"	"long" "ago"
"適"	"accidentally"
"適"	"by chance"
"適"	"by" "chance"
"適"	"casually"
"適"	"occasional"
"適"	"rare"
"適"	"unexpectedly"
"適" "に"	"occasionally"
"適" "不適"	"suitability"
"適う"	"bear"
"適う"	"match"
"適う"	"rival"
"適う"	"suited"
"適す"	"fit"
"適す"	"suit"
"適する"	"fit"
"適する"	"suit"
"適任"	"competent"
"適任"	"suitable"
"適切"	"adequate"
"適切"	"appropriate"
"適切"	"relevance"
"適合"	"adaptable"
"適合"	"compatible"
"適合"	"conform"
"適合" "率"	"precision"
"適宜"	"appropriate"
"適宜"	"appropriately"
"適宜"	"suitable"
"適度"	"moderate"
"適当"	"adequate"
"適当"	"appropriate"
"適当"	"fit"
"適当"	"halfhearted"
"適当"	"random"
"適当"	"relevant"
"適当"	"suitable"
"適応"	"accommodation"
"適応"	"adaptation"
"適応"	"conformity"
"適時"	"opportune"
"適時"	"timely"
"適格"	"competent"
"適格"	"eligible"
"適正"	"reasonable"
"適正"	"suitable"
"適用"	"adoption"
"適用" "性"	"applicability"
"適用" "業務"	"application"
"適用" "範囲"	"scope"
"遭う"	"encounter"
"遭う"	"meet"
"遭遇"	"encounter"
"遭遇" "戦"	"encounter"
"遭難"	"accident"
"遭難"	"disaster"
"遭難" "信号"	"sos"
"遭難" "者"	"sufferer"
"遭難" "者"	"survivor"
"遭難" "者"	"victim"
"遮へい"	"screen"
"遮る"	"intercept"
"遮る"	"interrupt"
"遮る"	"obstruct"
"遮二無二"	"desperately"
"遮断"	"cut off"
"遮断"	"cut" "off"
"遮断"	"deprivation"
"遮断"	"isolation"
"遮断"	"quarantine"
"遮断" "壁"	"barrier"
"遵守"	"adherence"
"遵守"	"compliance"
"遵守"	"observance"
"選"	"choice"
"選"	"compilation"
"選"	"election"
"選"	"selection"
"選び出す"	"select"
"選び方"	"choice"
"選ぶ"	"choose"
"選ぶ"	"select"
"選り" "出す"	"select"
"選り" "屑"	"trash"
"選り分ける"	"classify"
"選り抜き"	"elite"
"選る"	"choose"
"選る"	"select"
"選任"	"appointment"
"選任"	"assignment"
"選任"	"election"
"選任"	"nomination"
"選任"	"selection"
"選出"	"election"
"選別"	"classification"
"選別"	"selection"
"選別"	"triage"
"選定"	"selection"
"選手"	"player"
"選手" "団"	"squad"
"選手" "団"	"team"
"選手権"	"championship"
"選手権"	"title"
"選抜"	"choice"
"選抜"	"selection"
"選択"	"choice"
"選択"	"option"
"選択"	"selection"
"選択" "子"	"selective"
"選択" "子"	"selector"
"選択" "権"	"choice"
"選択" "権"	"option"
"選択" "項目"	"choice"
"選択肢"	"selection"
"選挙"	"election"
"選挙" "民"	"electorate"
"選挙区"	"precinct"
"選挙権"	"suffrage"
"選考"	"selection"
"選者"	"judge"
"選者"	"selector"
"選集"	"selection"
"遺す"	"bequeath"
"遺す"	"leave"
"遺す"	"reserve"
"遺す"	"save"
"遺伝"	"heredity"
"遺伝"	"inherent"
"遺伝" "学"	"genetics"
"遺伝" "性"	"hereditary"
"遺伝子"	"gene"
"遺伝子"	"genetic"
"遺体"	"corpse"
"遺失"	"loss"
"遺恨"	"grudge"
"遺憾"	"regrettable"
"遺憾"	"unsatisfactory"
"遺書"	"testament"
"遺書"	"will"
"遺棄"	"abandonment"
"遺棄"	"desertion"
"遺棄"	"relinquishment"
"遺棄" "罪"	"abandonment"
"遺漏"	"omission"
"遺漏" "なく"	"complete"
"遺物"	"relic"
"遺産"	"bequest"
"遺産"	"heritage"
"遺産"	"inheritance"
"遺産"	"legacy"
"遺産相続"	"inheritance"
"遺留"	"bequest"
"遺言"	"testament"
"遺言"	"will"
"遺言書"	"testament"
"遺言状"	"testament"
"遺言状"	"will"
"避ける"	"avert"
"避ける"	"avoid"
"避難"	"escape"
"避難"	"evacuation"
"避難" "場"	"refuge"
"避難" "場所"	"exposure"
"避難" "場所"	"shelter"
"避難" "所"	"shelter"
"還付"	"drawback"
"還付"	"refund"
"還付"	"restoration"
"還付"	"return"
"還付" "金"	"refund"
"還元"	"reduction"
"還元"	"resolution"
"邦"	"country"
"邦"	"earth"
"邦"	"home"
"邦"	"land"
"邦"	"province"
"邦"	"region"
"邦"	"state"
"邦人"	"Japanese"
"邦語"	"Japanese"
"邪"	"evil"
"邪"	"wicked"
"邪" "鬼"	"devil"
"邪ま"	"evil"
"邪ま"	"wicked"
"邪悪"	"evil"
"邪悪"	"wicked"
"邪険"	"cruel"
"邪魔"	"hindrance"
"邪魔" "物"	"hindrance"
"邪魔" "物"	"obstacle"
"邪魔" "臭い"	"troublesome"
"邸"	"estate"
"邸"	"mansion"
"邸"	"premises"
"邸"	"residence"
"邸" "内"	"premises"
"邸宅"	"mansion"
"邸宅"	"residence"
"郊外"	"suburb"
"郡"	"Gun"
"郡"	"county"
"郡"	"district"
"部"	"bureau"
"部"	"category"
"部"	"club"
"部"	"component"
"部"	"department"
"部"	"division"
"部"	"element"
"部"	"part"
"部" "厚い"	"bulky"
"部" "厚い"	"heavy"
"部" "厚い"	"massive"
"部" "厚い"	"thick"
"部" "属"	"division"
"部" "財"	"component"
"部" "財"	"fitting"
"部" "財"	"member"
"部" "財"	"part"
"部位"	"part"
"部位"	"position"
"部分"	"part"
"部分"	"portion"
"部分"	"section"
"部分" "品"	"part"
"部分" "品"	"parts"
"部分" "集合"	"subset"
"部分" "領域"	"portion"
"部分的"	"partial"
"部品"	"parts"
"部員"	"member"
"部員"	"staff"
"部外" "者"	"outsider"
"部局"	"bureau"
"部局"	"department"
"部局"	"part"
"部局"	"section"
"部屋"	"room"
"部数"	"circulation"
"部族"	"clan"
"部族"	"house"
"部族"	"tribe"
"部落"	"hamlet"
"部長" "付"	"assistant"
"部門"	"branch"
"部門"	"category"
"部門"	"class"
"部門"	"department"
"部門"	"field"
"部門"	"group"
"部隊"	"corps"
"部隊"	"element"
"部隊"	"force"
"部隊"	"unit"
"部面"	"phase"
"部類"	"category"
"部類"	"class"
"部類"	"group"
"部類"	"heading"
"部首"	"radical"
"郵便"	"mail"
"郵便" "はがき"	"postcard"
"郵便" "マーク"	"mail"
"郵便" "マーク"	"post"
"郵便" "小包"	"parcel"
"郵便" "屋"	"mailman"
"郵便" "料金"	"postage"
"郵便" "記号"	"mail"
"郵便" "記号"	"post"
"郵便" "配達"	"mailman"
"郵便受け"	"mailbox"
"郵便箱"	"mailbox"
"郵便葉書"	"postcard"
"郵送"	"mailing"
"郷"	"country"
"郷"	"countryside"
"郷"	"hamlet"
"郷"	"home"
"郷"	"hometown"
"郷"	"village"
"郷" "軍"	"veteran"
"郷愁"	"nostalgia"
"郷里"	"home town"
"郷里"	"home" "town"
"都"	"capital"
"都"	"metropolitan"
"都"	"municipal"
"都" "て"	"before"
"都" "て"	"ever"
"都" "て"	"former"
"都" "て"	"formerly"
"都" "て"	"never"
"都" "て"	"once"
"都" "並"	"tsunami"
"都" "尾"	"too"
"都" "波"	"tsunami"
"都" "生"	"too"
"都" "羅"	"tora"
"都" "谷"	"ogai"
"都" "風"	"metropolitan"
"都会"	"city"
"都会" "的"	"metropolitan"
"都会" "的"	"urban"
"都合"	"condition"
"都合"	"convenience"
"都市"	"city"
"都市"	"municipal"
"都市"	"town"
"都市"	"urban"
"都度"	"whenever"
"都立"	"metropolitan"
"鄭"	"I"
"鄭"	"Jon"
"鄭"	"Jun"
"鄭"	"Zen"
"酋長"	"chieftain"
"酌量"	"consideration"
"酌量"	"pardon"
"配り" "物"	"gift"
"配り" "物"	"present"
"配る"	"deal"
"配る"	"deliver"
"配る"	"distribute"
"配信"	"delivery"
"配信"	"distribution"
"配信"	"provide"
"配信"	"provision"
"配信"	"send"
"配信"	"transmission"
"配信"	"transmit"
"配偶"	"combination"
"配偶者"	"husband"
"配偶者"	"partner"
"配偶者"	"spouse"
"配偶者"	"wife"
"配備"	"deploy"
"配分"	"allotment"
"配分"	"distribution"
"配分" "法"	"allocation"
"配列"	"arrangement"
"配列"	"array"
"配列"	"disposition"
"配合"	"arrangement"
"配合"	"combination"
"配合"	"distribution"
"配合"	"harmony"
"配合"	"match"
"配合"	"mixture"
"配属"	"assignment"
"配属"	"attachment"
"配布"	"distribution"
"配当"	"dividend"
"配当"	"share"
"配当金"	"dividend"
"配役"	"cast"
"配慮"	"concern"
"配慮"	"consideration"
"配管"	"plumbing"
"配管" "工業"	"plumbing"
"配給"	"distribution"
"配置"	"arrangement"
"配置"	"disposition"
"配置"	"posting"
"配膳" "人"	"waiter"
"配膳" "室"	"pantry"
"配送"	"delivery"
"配達"	"delivery"
"配達"	"distribution"
"配達" "先"	"destination"
"酒"	"alcohol"
"酒"	"sake"
"酒" "処"	"sake"
"酒場"	"bar"
"酒屋"	"brewer"
"酒盛り"	"merrymaking"
"酒造" "場"	"brewery"
"酒造" "家"	"brewer"
"酒造" "家"	"distiller"
"酒類"	"liquor"
"酔い"	"intoxication"
"酔態"	"intoxication"
"酢"	"vinegar"
"酪農"	"dairy"
"酵母"	"leaven"
"酵素"	"enzyme"
"酷"	"body"
"酷"	"harsh"
"酷"	"severe"
"酷"	"strict"
"酷"	"substance"
"酷"	"unfair"
"酷"	"weight"
"酷い"	"awful"
"酷い"	"brutal"
"酷い"	"cruel"
"酷い"	"heavy"
"酷い"	"serious"
"酷い"	"severe"
"酷い"	"terrible"
"酷い"	"violent"
"酷似"	"resemblance"
"酷似"	"resemble"
"酷使"	"abuse"
"酷使"	"exploitation"
"酷評"	"damnation"
"酸"	"acid"
"酸"	"vinegar"
"酸" "塊"	"gooseberry"
"酸" "桃"	"prune"
"酸っぱい"	"acid"
"酸っぱい"	"sour"
"酸化"	"oxidation"
"酸化" "物"	"oxide"
"酸性"	"acidic"
"酸素"	"oxygen"
"醍醐味"	"the best"
"醍醐味"	"the" "best"
"醒ます"	"awaken"
"醜" "怪"	"bizarre"
"醜" "怪"	"ugly"
"醜い"	"ugly"
"醜い"	"unattractive"
"醜聞"	"scandal"
"醸し出す"	"engender"
"醸成"	"breed"
"醸成"	"brew"
"醸造" "家"	"brewer"
"醸造" "所"	"brewery"
"醸造" "酒"	"liquor"
"釈放"	"liberation"
"釈放"	"release"
"釈明"	"explanation"
"里"	"country"
"里"	"countryside"
"里"	"hamlet"
"里"	"home"
"里"	"hometown"
"里"	"neighbourhood"
"里"	"ri"
"里"	"village"
"里" "世"	"rise"
"里心"	"nostalgia"
"里芋"	"taro"
"重"	"chief"
"重"	"heavy"
"重"	"important"
"重"	"main"
"重"	"principal"
"重"	"serious"
"重" "合体"	"polymer"
"重" "愛"	"endearment"
"重" "篤"	"serious"
"重々"	"manifold"
"重々" "に"	"extremely"
"重々しい"	"dignified"
"重々しい"	"grave"
"重々しい"	"serious"
"重々しい"	"solemn"
"重い"	"heavy"
"重い"	"important"
"重い"	"massive"
"重い"	"serious"
"重い"	"severe"
"重き"	"emphasis"
"重き"	"importance"
"重き"	"stress"
"重さ"	"weight"
"重し"	"weight"
"重たい"	"heavy"
"重たい"	"important"
"重たい"	"massive"
"重たい"	"serious"
"重たい"	"severe"
"重たげ"	"heavy"
"重なり"	"piling"
"重なり合う"	"overlap"
"重なる"	"important"
"重なる"	"main"
"重なる"	"piled up"
"重なる"	"piled" "up"
"重なる"	"principal"
"重ね"	"course"
"重ね"	"heap"
"重ね"	"pile"
"重ね"	"set"
"重ね" "かける"	"lap"
"重ね" "かける"	"overlap"
"重ね" "掛ける"	"lap"
"重ね" "掛ける"	"overlap"
"重ね" "書き"	"overwrite"
"重ね" "言葉"	"redundancy"
"重ねて"	"once more"
"重ねて"	"once" "more"
"重ねて"	"repeatedly"
"重ねる"	"add"
"重ねる"	"repeat"
"重ね重ね"	"exceedingly"
"重ね重ね"	"frequently"
"重ね重ね"	"sincerely"
"重み"	"dignity"
"重み"	"emphasis"
"重み"	"importance"
"重み"	"weight"
"重り"	"sinker"
"重り"	"weight"
"重んじる"	"esteem"
"重んじる"	"honor"
"重んじる"	"honour"
"重んじる"	"prize"
"重んじる"	"respect"
"重力"	"gravity"
"重厚"	"thickness"
"重厚" "長大"	"heavy"
"重圧"	"pressure"
"重大"	"grave"
"重大"	"important"
"重大"	"serious"
"重大"	"significant"
"重大"	"weighty"
"重大" "性"	"importance"
"重大" "性"	"seriousness"
"重宝"	"convenience"
"重宝"	"usefulness"
"重役"	"director"
"重心"	"balance"
"重点"	"colon"
"重点"	"emphasis"
"重点的" "に"	"mainly"
"重症" "度"	"severity"
"重苦しい"	"awkward"
"重苦しい"	"gloomy"
"重苦しい"	"heavy"
"重苦しい"	"oppressive"
"重荷"	"load"
"重複"	"redundancy"
"重複"	"repetition"
"重複"	"restoration"
"重要"	"essential"
"重要"	"important"
"重要"	"major"
"重要"	"principal"
"重要" "度"	"priority"
"重要" "性"	"gravity"
"重要" "性"	"importance"
"重視"	"importance"
"重視"	"stress"
"重量"	"weight"
"野"	"field"
"野"	"plain"
"野"	"wild"
"野" "世"	"nose"
"野" "勢"	"nose"
"野" "盗"	"bandit"
"野" "音"	"noon"
"野" "鶏"	"fowl"
"野党"	"opposition"
"野原"	"field"
"野外"	"fields"
"野外"	"open air"
"野外"	"open" "air"
"野太い"	"audacious"
"野心"	"ambition"
"野心"	"aspiration"
"野心" "的"	"ambitious"
"野心" "的"	"treacherous"
"野性"	"rough"
"野性"	"uncouth"
"野性"	"unpolished"
"野性"	"wildness"
"野性的"	"rough"
"野性的"	"uncouth"
"野性的"	"unpolished"
"野性的"	"wild"
"野戦"	"field"
"野暮ったい"	"uncouth"
"野暮ったい"	"unfashionable"
"野暮ったい"	"unpolished"
"野望"	"ambition"
"野望"	"aspiration"
"野次る"	"hoot"
"野牛"	"buffalo"
"野獣"	"beast"
"野獣"	"monster"
"野球"	"baseball"
"野生"	"I"
"野生"	"wild"
"野生" "生物"	"wildlife"
"野良"	"Nora"
"野良"	"agricultural"
"野良"	"farm"
"野良"	"field"
"野良"	"rural"
"野菜"	"vegetable"
"野蛮"	"savage"
"野蛮人"	"savage"
"野辺"	"field"
"野辺" "送り"	"burial"
"野郎"	"rascal"
"量"	"amount"
"量"	"portion"
"量"	"quantity"
"量"	"volume"
"量" "記号"	"quantifier"
"量る"	"conjecture"
"量る"	"infer"
"量る"	"measure"
"量る"	"survey"
"量る"	"time"
"量る"	"weigh"
"量子"	"quantum"
"量的"	"substantively"
"金"	"Friday"
"金"	"Jun"
"金"	"Kim"
"金"	"gold"
"金"	"golden"
"金"	"metal"
"金"	"money"
"金" "味"	"metallic"
"金" "型"	"die"
"金" "型"	"mold"
"金" "床"	"anvil"
"金" "烏"	"sun"
"金" "錆"	"rust"
"金" "鍍金"	"gild"
"金" "鍍金"	"plate"
"金" "食い"	"expensive"
"金" "食い"	"extravagant"
"金づち"	"hammer"
"金メッキ"	"gild"
"金メッキ"	"plate"
"金切り声"	"scream"
"金切り声"	"shriek"
"金剛"	"diamond"
"金子"	"money"
"金属"	"metal"
"金山"	"mine"
"金庫"	"safe"
"金庫"	"treasury"
"金庫"	"vault"
"金星"	"Venus"
"金曜"	"Friday"
"金曜日"	"Friday"
"金槌"	"hammer"
"金欠" "病"	"poverty"
"金物"	"hardware"
"金色"	"golden"
"金融" "市場"	"money market"
"金融" "市場"	"money" "market"
"金融" "関係"	"financial"
"金輪際"	"never"
"金鉄"	"firmness"
"金銭"	"cash"
"金銭"	"money"
"金魚"	"goldfish"
"釘"	"nail"
"釜"	"kettle"
"針"	"hand"
"針"	"hook"
"針"	"malice"
"針"	"needle"
"針"	"needlework"
"針"	"pin"
"針"	"pointer"
"針"	"staple"
"針"	"thorn"
"針仕事"	"needlework"
"針路"	"course"
"針路"	"direction"
"針金"	"wire"
"釣"	"angling"
"釣"	"change"
"釣" "革"	"strap"
"釣られる"	"attracted"
"釣り"	"angling"
"釣り"	"change"
"釣り" "下がる"	"dangle"
"釣り" "具"	"tackle"
"釣り" "師"	"angler"
"釣り" "革"	"strap"
"釣り上げる"	"lift"
"釣り上げる"	"raise"
"釣り上げる"	"suspend"
"釣り人"	"angler"
"釣り合い"	"balance"
"釣り合い"	"equilibrium"
"釣り合う"	"balance"
"釣り合う"	"counterbalance"
"釣り合う"	"suit"
"釣り銭"	"change"
"釣る"	"fish"
"釦"	"button"
"鈍"	"Don"
"鈍"	"blunt"
"鈍"	"dull"
"鈍"	"slow"
"鈍"	"stupid"
"鈍" "間"	"gullible"
"鈍い"	"dull"
"鈍い"	"late"
"鈍い"	"slow"
"鈍い"	"stupid"
"鈍る"	"weaken"
"鈍臭い"	"irritating"
"鈍臭い"	"slow"
"鈍臭い"	"stupid"
"鈴"	"bell"
"鈴" "瀬"	"rinse"
"鈴" "菜"	"turnip"
"鈴" "音"	"rein"
"鈴" "音"	"reine"
"鉄"	"iron"
"鉄" "味"	"metallic"
"鉄" "帽"	"helmet"
"鉄" "砲弾"	"bullet"
"鉄" "窓"	"jail"
"鉄分"	"iron"
"鉄拳"	"fist"
"鉄格子"	"prison"
"鉄棒"	"crowbar"
"鉄砲"	"gun"
"鉄砲" "魚"	"archerfish"
"鉄砲玉"	"bullet"
"鉄道"	"railroad"
"鉋"	"plane"
"鉛"	"lead"
"鉛直"	"perpendicular"
"鉛直"	"upright"
"鉛直"	"vertical"
"鉛筆"	"pencil"
"鉛筆" "画"	"sketch"
"鉢"	"basin"
"鉢"	"bowl"
"鉢"	"crown"
"鉢"	"pot"
"鉢合わせ"	"encounter"
"鉤"	"hook"
"鉤" "爪"	"claw"
"鉤" "爪"	"talon"
"鉤" "素"	"leader"
"鉤" "裂き"	"rip"
"鉤" "裂き"	"tear"
"鉤" "針"	"hook"
"鉦"	"gong"
"鉱"	"ore"
"鉱" "員"	"miner"
"鉱" "坑"	"mine"
"鉱" "坑"	"pit"
"鉱" "坑"	"shaft"
"鉱" "柱"	"pillar"
"鉱" "柱"	"rib"
"鉱" "質"	"mineral"
"鉱山"	"mine"
"鉱物"	"mineral"
"鉱石"	"crystal"
"鉱石"	"mineral"
"鉱石"	"ore"
"鉾"	"arms"
"鉾"	"lance"
"鉾"	"pike"
"鉾"	"weapon"
"銀"	"silver"
"銀" "細工"	"silverwork"
"銀河"	"galaxy"
"銀河系"	"galaxy"
"銀色"	"silver"
"銀行"	"bank"
"銀行" "家"	"banker"
"銀行" "業"	"banking"
"銀行員"	"banker"
"銃"	"gun"
"銃"	"rifle"
"銃声"	"report"
"銃弾"	"bullet"
"銃撃"	"shooting"
"銃火"	"gunfire"
"銃猟"	"shooting"
"銅"	"copper"
"銘々"	"each"
"銘々"	"individual"
"銘じる"	"engrave"
"銘じる"	"inscribe"
"銘じる"	"stamp"
"銘打つ"	"label"
"銘打つ"	"mark"
"銘柄"	"brand"
"銘柄"	"description"
"銘柄"	"make"
"銘記"	"remember"
"銭"	"Zen"
"銭"	"money"
"銭" "金"	"money"
"鋤"	"plough"
"鋤"	"plow"
"鋤"	"spade"
"鋤" "柄"	"shoe"
"鋤" "返す"	"plough"
"鋤" "返す"	"plow"
"鋭い"	"sharp"
"鋭利"	"sharpness"
"鋭敏"	"sharpness"
"鋭敏" "性"	"sensitivity"
"鋳型"	"mold"
"鋳型"	"mould"
"鋳型"	"template"
"鋳物"	"casting"
"鋳造"	"casting"
"鋸"	"saw"
"鋸歯"	"serration"
"鋼"	"steel"
"鋼鉄"	"steel"
"錆"	"rust"
"錆びる"	"rust"
"錐"	"auger"
"錐"	"drill"
"錠"	"lock"
"錠"	"pill"
"錠"	"tablet"
"錠前"	"lock"
"錠剤"	"pill"
"錠剤"	"tablet"
"錫"	"tin"
"錬磨"	"cultivation"
"錬磨"	"practice"
"錬磨"	"practise"
"錯乱"	"confusion"
"錯乱"	"distraction"
"錯綜"	"complication"
"錯誤"	"mistake"
"録"	"record"
"録"	"transcript"
"録る"	"record"
"録画"	"recording"
"録音"	"recording"
"鍋"	"pot"
"鍋"	"saucepan"
"鍋物"	"stew"
"鍍金"	"pretence"
"鍍金"	"pretense"
"鍛える"	"discipline"
"鍛える"	"drill"
"鍛える"	"forge"
"鍛える"	"temper"
"鍛える"	"train"
"鍬"	"hoe"
"鍵"	"Ken"
"鍵"	"key"
"鍵"	"lock"
"鍵盤"	"keyboard"
"鎖"	"chain"
"鎖"	"lock"
"鎖"	"pill"
"鎖"	"tablet"
"鎧"	"armor"
"鎧"	"armour"
"鎧" "鼠"	"armadillo"
"鎮まる"	"abate"
"鎮まる"	"subside"
"鎮める"	"calm"
"鎮める"	"suppress"
"鎮圧"	"suppression"
"鎮静"	"calm"
"鎮静"	"quiet"
"鎮静"	"tranquility"
"鎮静"	"tranquillity"
"鏡"	"mirror"
"鐘"	"bell"
"鐘"	"chime"
"鑑別"	"discrimination"
"鑑別"	"judgement"
"鑑別"	"judgment"
"鑑別"	"separation"
"鑑定"	"judgement"
"鑑定"	"judgment"
"鑑定" "家"	"judge"
"鑑定人"	"judge"
"鑑識"	"discernment"
"鑑識"	"discrimination"
"鑑識"	"judgement"
"鑑識"	"judgment"
"鑑識" "家"	"judge"
"鑑賞"	"appreciation"
"鑓"	"lance"
"鑓"	"spear"
"長"	"chief"
"長"	"head"
"長"	"office"
"長"	"official"
"長" "いす"	"bench"
"長" "いす"	"couch"
